Text;Is this a Case Report reporting on the history of a single patient?;Did the patient receive radiation therapy?;Did the patient receive the systemic therapy Cisplatin?;Was Cisplatin given before RT?;Was Cisplatin given at the same time as RT?;Was Cisplatin given after RT?;male;female;lung;kidney;lymphoma;skin;gyn;pancreas;patient died;positive outcome from ICI/RT-Interaction;negative outcome from ICI/RT-Interaction
Programmed cell death-1 blockade in recurrent disseminated Ewing sarcoma.BACKGROUND: Ewing sarcoma (EWS) is a malignant tumour of bone and soft tissue, and although many patients are cured with conventional multimodal therapy, those with recurrent or metastatic disease have a poor prognosis. Genomic instability and programmed cell death ligand-1 (PD-L1) expression have been identified in EWS, providing a rationale for treatment with agents that block the programmed cell death-1 (PD-1) receptor. CASE PRESENTATION: In this report, we describe a heavily pre-treated patient with recurrent metastatic EWS who achieved a clinical and radiological remission with PD-1 blockade. CONCLUSIONS: To our knowledge, this is the first reported case demonstrating efficacy of PD-1 blockade in EWS. This warrants further investigation in particular given the poor prognosis in patients with recurrent or metastatic disease.;TRUE;FALSE;FALSE;;;;;;;;;;;;;;
Successful Preoperative QUAD SHOT for Bulky Parotid Carcinoma: Potential Preoperative Ultra-Hypofractionated Radiotherapy for Conversion Surgery.QUAD SHOT is an ultra-hypofractionated radiotherapy (RT) technique that prescribes 14.0-14.8 Gy over 2 days. Although this technique has already gained some status as an effective palliative treatment for inoperable head and neck cancer (HNC), its application in other situations has not been given much consideration. Herein, we report a case of a 62-year-old woman who received preoperative QUAD SHOT therapy for poorly differentiated parotid carcinoma. In this case, after two courses of QUAD SHOT plus a standard chemotherapy regimen with pembrolizumab, the patient's inoperable, bulky tumor shrank dramatically and became operable. Best of all, while adequate therapeutic effects were achieved, the patient's time commitment and physical exertion were limited. RT during this period consisted of only eight fractions over 4 days. According to previous reports, the response rate for QUAD SHOT is sufficiently high, and the rate of serious adverse events is quite low. This case asks the question of whether the indications for QUAD SHOT irradiation can be expanded as one of the preoperative interventions undertaken by HNC surgeons to achieve conversion surgery.;TRUE;TRUE;TRUE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE
"Successful treatment with anti-programmed-death-1 antibody in a relapsed natural killer/T-cell lymphoma patient with multi-line resistance: a case report.BACKGROUND: Extranodal natural killer/T-cell lymphoma (NKTCL), nasal type, is an aggressive malignancy with poor prognosis. Currently, there is no recommended standard therapy for relapsed NKTCL. CASE PRESENTATION: A 37-year-old woman with lymphadenopathy was diagnosed with NKTCL by biopsy of an enlarged lymph node on the right side of her neck. Enhanced computed tomography revealed no metastasis. For this patient, we performed continuous chemotherapy followed by radiotherapy; however, nodule biopsy showed metastases in her lower limbs 3 months after radiotherapy, which confirmed disease progression. Unfortunately, the patient(') s temperature was persistently high and her skin ulcers could not be controlled well using multi-line treatment. Therefore, we attempted treatment with the anti-programmed-death-1 (PD-1) antibody, pembrolizumab. Surprisingly, the patient achieved clinical complete remission (CR) after four cycles of pembrolizumab treatment, despite having persistent detectable Epstein-Barr virus (EBV) DNA. Other molecular monitoring techniques were unavailable for this patient owing to the retrospective nature of the study. The only adverse event was soreness of the upper limb joints and muscles. CONCLUSION: This relapsed NKTCL case treated with pembrolizumab showed that multimodal therapy including pembrolizumab would be partially or totally effective for relapsed NKTCL.";TRUE;TRUE;TRUE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE
Locally advanced endometrial cancer with multiple immune-related adverse events coinciding with the complete response to radiotherapy after immune checkpoint inhibitor therapy: A case report.We report a case of a 70-year-old female patient with locally advanced endometrial cancer with primary empty sella who developed multiple immune-related adverse events (irAEs), including hypopituitarism coinciding with the complete response to radiotherapy after receiving immune checkpoint inhibitors. A computed tomography scan acquired after a traffic accident led to the discovery of endometrial cancer that had invaded the vulva and primary empty sella. Following adriamycin and cisplatin, pembrolizumab was administered for three cycles. No irAEs were observed during treatment, but the tumor was progressive. The patient underwent radiotherapy for the residual tumor. Four months after the last dose of pembrolizumab, hypopituitarism caused secondary adrenal insufficiency, primary hypothyroidism, and pseudogout at the end of radiotherapy. The tumor later achieved a complete response. In conclusion, radiotherapy after immune checkpoint inhibitor (ICI) therapy is expected to have an antitumor effect by stimulating tumor-specific immunity. However, proper management of irAEs is necessary. Patients with primary empty sella may be prone to pituitary insufficiency induced by ICIs.;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;TRUE
Scapular renal cell carcinoma metastasis as a cause of high-output heart failure: a case report.BACKGROUND: High-output heart failure is a rare condition that occurs when the heart is unable to respond to a sustained increase in blood demand. On echocardiography, a cardiac index of > 4 L/min/m(2) (or 6 L/min) is a clear indicator of this disorder. The causes of high-output heart failure vary, but they all involve peripheral vasodilation or arteriovenous shunting. Renal cell carcinoma is well known for producing high levels of angiogenic growth factors that induce arteriovenous shunts. The decrease in peripheral arterial resistance and the increase in venous return result in a permanent high cardiac output, followed by congestive heart failure. Single bone metastases of renal clear cell carcinoma tumours causing high cardiac output and heart failure symptoms have been reported less than ten times in the medical literature. CASE PRESENTATION: Before a right-shoulder painful lump with a murmur when auscultated, magnetic resonance imaging revealed a large scapular mass, which was biopsied and found to be a bone metastasis of renal cell carcinoma. Two months later, the patient developed heart failure for the first time. There was no evidence of cardiac disease on echocardiography. The cardiac output was 9.8 L/min and the cardiac index was 5.1 L/min/m(2). Doppler ultrasound revealed numerous arteriovenous shunts in the large scapular metastasis and a right axillary artery flow of 24% of cardiac output. Sustained lower cardiac output was obtained following lesion-focused radiotherapy and systemic antiangiogenic treatment with axitinib and pembrolizumab. CONCLUSIONS: Herein, we present a unique case of high-output heart failure in a 70-year-old man diagnosed by echocardiography and upper-limb Doppler ultrasound in the context of metastatic renal cell carcinoma without pre-existing cardiac disease. We stress the potentially life-threatening hemodynamic consequences of hypervascularity associated with arteriovenous shunts within a single metastatic renal cell carcinoma implant, the importance of auscultating any progressing bone mass, and the utility of non-invasive Doppler ultrasound assessment in this setting.;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE
"Diagnostic and Therapeutic Approach in a Metastatic Vaginal Adenocarcinoma: A Case Report.BACKGROUND: Vaginal adenocarcinomas (VAC) are most often reported after intrauterine exposition to diethylstilbestrol (DES). Rarely, VACs are reported as a malignant transformation of vaginal adenosis or endometriosis, in the context of chromosomal abnormalities or malformations of the uterus or the vagina. VACs without DES exposition have a poor prognosis and a significantly worse outcome compared to vaginal squamous cell carcinomas or DES-associated VACs. OBJECTIVE: Here, we report the case of a primarily metastatic VAC, treated successfully with different lines of chemo-, antiangiogenic, antibody, and immunotherapy. CASE: The 49-year-old patient presented in 5/2018 with a primarily pulmonary metastatic VAC. Significant tumor reduction was seen after six cycles of carboplatin AUC5/paclitaxel 175 mg/m(2)/bevacizumab 15 mg/kg q3w. Bevacizumab maintenance therapy and later cisplatin mono 50 mg/m(2) q2w led to local and distant tumor progression. To identify a potential targeted therapy, new tumor biopsies were obtained. Immunohistochemistry revealed ERBB2 expression, and paclitaxel 80 mg/m(2) weekly plus trastuzumab 4 mg/m(2) respectively 2 mg/m(2) q3w was administered. Due to local and pulmonal tumor progression after 6 months and persistent ERBB2 positivity, the therapy was adjusted to trastuzumab emtansine (T-DM1) 3.6 mg/kg q3w; however, the patient remained locally progressive after three cycles of T-DM1 and additionally showed a new bone metastasis. The new tumor biopsies revealed a combined positive score (CPS) of 2 regarding PD-L1, and pembrolizumab 200 mg q3w was initiated. The bone metastasis was radiated and treated with denosumab 120 mg q4w. Extreme tumor regression followed by stable disease was maintained for 9 months. Due to a slow locoregional progress only with new inguinal lymph node and pararectal lymph node metastases, a new tumor biopsy was taken. Molecular profiling showed an ARID1A mutation, a mutational burden of 5.1 mutations per megabase, and no genfusions. Based on these findings, therapy with PD-L1 antibodies, PD-1 antibodies, gemcitabine, or dasatinib was suggested. Therefore, administration of pembrolizumab was continued and local radiation therapy was performed. This led to a decrease in local tumor manifestations and a stable systemic disease. CONCLUSION: Our case demonstrates the diagnostic and therapeutic approach in a patient with primary metastatic vaginal adenocarcinoma. By tumorgenetic profiling, different lines of systemic therapy, namely, antiangiogenic therapy, monoclonal antibody therapy, immunotherapy, and local radiation therapy, were identified and successfully administered.";TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE
A Complete Sustained Response of Advanced Non-Small-Cell Lung Cancer After Immune Checkpoint Inhibitor, Radiotherapy, and Chemotherapy.Lung cancer is the leading cause of cancer-related mortality worldwide. The treatment of advanced lung cancer is improving with the development of new treatments like immune checkpoint inhibitors (ICIs) and various molecular targeted agents, which have extended overall survival (OS). However, complete remissions remain rare. The efficacy of chemotherapy is modest, which makes a complete sustained response very unlikely, especially when compared with more recent options. In this article, we report a stage IV non-small-cell lung cancer (SCLC) that achieved a complete response in 2018 with chemotherapy (cisplatin and paclitaxel) after pembrolizumab and after the patient had received radiotherapy for superior vena cava syndrome (SVCS). The patient remains in complete response as of October 2022. We hypothesized that the overlap between circulating anti-PD-1, radiotherapy, and cytotoxic agents could explain this outcome.;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE
"Hyperprogression on immunotherapy with complete response to chemotherapy in a NSCLC patient with high PD-L1 and STK11: A case report.RATIONALE: Patients reporting high PD-L1 expression have shown to respond well to immunotherapy; however, some patients develop hyperprogressive disease upon initiation of immune checkpoint inhibitors. We report a patient with lung cancer and 100% PD-L1 expression who developed hyperprogressive disease while treated with pembrolizumab and responded well to salvage chemotherapy with carboplatin and pemetrexed. PATIENT CONCERNS: A 66-year-old African American female with 25-pack year smoking history, diabetes mellitus type 2, essential thrombocytosis, and a history of papillary thyroid carcinoma developed relapsed lung adenocarcinoma after 13 months of no evidence of disease. DIAGNOSIS: Surveillance imagine showed subcarinal and hilar lymphadenopathy, which was confirmed as recurrent lung adenocarcinoma via bronchoscopy. In addition, a brain scan showed a 5 mm enhancing left insular lesion. PD-L1 was reported as 100% expression. Staging was reported as stage IVB TxN3M1c lung adenocarcinoma. INTERVENTIONS: One fraction of radiation with a total dose of 20 Gray was delivered to the left insular lesion. The patient initiated pembrolizumab (200 mg) every 3 weeks. She was then treated with salvage chemotherapy consisting of carboplatin (AUC 5) and pemetrexed (500 mg/m) every 3 weeks for 3 cycles. OUTCOMES: The brain lesion resolved after the radiation therapy. The patient developed hyperprogression with a large pericardial effusion and right pleural effusion after 2 treatments of pembrolizumab. Her PD-L1 expression decreased from 100% to 0% over a 10-week period. Salvage chemotherapy with carboplatin and pemetrexed resulted with 20 months of ongoing to evidence of disease. LESSONS: Immune checkpoint inhibitor-related hyperprogressive disease may respond to second-line salvage chemotherapy. Complete PD-L1 expression loss was observed after the patient's treatment and could be a marker of hyperprogressive disease or tumor immunoevasion.";TRUE;TRUE;TRUE;FALSE;TRUE;TRUE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE
"Expression of Programmed Cell Death Ligand in Cutaneous Squamous Cell Carcinoma and Treatment of Locally Advanced Disease With Pembrolizumab.IMPORTANCE: Limited therapies are available in patients with inoperable locally advanced cutaneous squamous cell carcinoma (cSCC). OBJECTIVE: To determine the efficacy of programmed cell death 1 receptor (PD-1) inhibitors in locally advanced cSCC. DESIGN, SETTING, AND PARTICIPANTS: A single patient with locally advanced cSCC who declined surgery and radiotherapy underwent treatment with pembrolizumab, an anti-PD-1 antibody, at an academic dermatologic surgery section and cancer center. The patient was followed up for clinical and radiologic regression of cSCC. With the use of NanoString to amplify potential biomarkers, immunohistochemistry, and immunofluorescence, the ex vivo expression of PD-1 and a ligand (PD-L2) was assessed in 38 cSCC biopsy specimens from 24 patients with cSCC. Expression of PD-L1 and PD-L2 in the cSCC microenvironment was defined. INTERVENTION: Pembrolizumab, 2 mg/kg every 3 weeks, for 4 cycles. MAIN OUTCOMES AND MEASURES: Expression of PD-L1 and PD-L2 in the cSCC microenvironment. RESULTS: In 1 patient with locally advanced cSCC who was treated with pembrolizumab, nearly complete tumor regression was observed after 4 cycles of therapy. The NanoString technology used in 38 cSCC biopsy specimens from 24 patients with cSCC (19 men and 5 women; mean [SD] age, 76.4 [12.2] years) detected increased PD-1 and PD-L2 expression in high-risk cSCC. Immunohistochemical analysis confirmed enhanced expression of PD-1 and its ligands in cSCC with perineural invasion (mean [SEM] expression, 5.06 [1.27]; P = .05), superficial cSCC (mean [SEM] expression, 3.58 [1.50]; P = .15), organ transplant-associated cSCC (mean [SEM] expression, 3.01 [0.54]; P = .005), and infiltrative cSCC (mean [SD] expression, 2.01 [0.30]; P = .006) compared with normal skin specimens. In double-label immunofluorescence staining, CD11c+, a marker of myeloid dendritic cells, colocalized with PD-L1 and PD-L2 in cSCC lesions. CONCLUSIONS AND RELEVANCE: The favorable treatment response combined with significant involvement of PD-1 and PD ligands in cSCC lesions suggests that PD-1 blockade may be a viable therapeutic option for locally advanced cSCC and provides rationale for further investigation in future clinical trials.";TRUE;FALSE;TRUE;;;;;;;;;;;;;;
"Successful management of pelvic recurrence of MSI-High endometrial cancer by total pelvic exenteration followed by administration of pembrolizumab:A case report.Surgery can be curative treatment for pelvic locoregional recurrence of endometrial cancer; however, a cure is contingent on complete resection. Here, we report the case of a patient in whom recurrent endometrial tumor remained in the pelvis after resection; long-term control was achieved with postoperative administration of pembrolizumab.The patient had recurrent endometrial cancer of stage IA and was treated with chemotherapy and radiation, but tumor persisted in the pelvic cavity. We therefore attempted total pelvic exenteration, but the tumor was adherent to the pelvic wall and complete resection could not be achieved. However, postoperative administration of pembrolizumab controlled the residual tumor for more than two years without regrowth. We believe that since the resected tumor was MSI-High, the residual tumor responded well to pembrolizumab. It is not known whether cytoreductive surgery contributes to a long-term response to pembrolizumab, but at least in our patient, pembrolizumab appeared to be a very effective drug therapy for MSI-High endometrial cancer that was refractory to chemotherapy and radiotherapy.";TRUE;TRUE;TRUE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE
PEG site metastasis in oropharyngeal squamous cell carcinoma managed with cetuximab and radiotherapy: A case report.Percutaneous endoscopic gastrostomy (PEG) tube insertion is commonplace in head and neck cancer (HNC) patients. A rare but serious complication of PEG insertion in HNC is PEG site metastasis (PSM), which may precipitate rapid deterioration. We present the first case of PSM in a HNC patient managed without chemoradiotherapy and/or surgery, but rather with concurrent radiotherapy and cetuximab, followed by second-line pembrolizumab. Following histopathologic diagnosis of PSM, positron emission tomography confirmed primary site recurrence and multiple metastases in the axilla, abdomen and pelvis, managed palliatively with focal abdominal wall radiotherapy, pembrolizumab and carboplatin. The patient deteriorated and passed away 20 months after initial HNC diagnosis, 5 months after confirmation of PSM. Patients and clinicians should be aware of PSM in HNC. Though a proven prevention strategy is yet to be confirmed, prompt PSM diagnosis spares the patient unnecessary antibiotics for presumed infection and suggests the possibility of intra-abdominal metastases.;TRUE;TRUE;TRUE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE
Possible abscopal effect in urothelial carcinoma of the upper urinary tract after treatment with immune checkpoint inhibitors.INTRODUCTION: Regression of non-irradiated metastatic lesions after radiation therapy is known as the abscopal effect. We report a case of urothelial carcinoma in which the abscopal effect was possibly observed after immune checkpoint inhibitor administration. CASE PRESENTATION: A 68-year-old woman diagnosed with left renal pelvic cancer underwent total nephroureterectomy and regional lymph node dissection. Eight months later, imaging studies detected local recurrence and paraaortic lymph node metastasis. The tumor progressed despite cisplatin + gemcitabine, pembrolizumab, and gemcitabine + docetaxel therapy. Radiation therapy was administered to a painful back lesion, which resulted in dramatic symptom relief. Computed tomography 2 months after radiation therapy indicated reduced size of the irradiated lesion and some non-irradiated lymph nodes. CONCLUSION: Combined radiation therapy and immune checkpoint inhibitors can provide additional benefits for certain cancers, possibly due to negative immunomodulatory response blockade. Thus, this combined therapy may be a new metastatic urothelial carcinoma treatment strategy.;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE
"Rapid regression of microsatellite instability-high/programmed cell death ligand 1-negative recurrent endometrial carcinoma by immune checkpoint blockade with pembrolizumab: A case report and literature review.In a 53-year-old woman who had a surgical diagnosis of grade 3 endometrioid carcinoma (pT1aN0M0, FIGO 1A), adjuvant chemotherapy with paclitaxel and carboplatin was initiated. However, after the completion of fourth cycle, the patient refused to continue the treatment. At 12 months after surgery, local recurrence was noted near the left posterior portion of the vaginal stump. External radiotherapy to the pelvic cavity achieved marked reduction of the tumor. At 12 months after radiotherapy, regrowth of the tumor was noted. Although the tumor was negative for programmed cell death ligand 1, after the identification of a high level of microsatellite instability, treatment with pembrolizumab, an immune checkpoint inhibitor, was initiated. After 2 cycles of treatment, the recurrent tumor markedly regressed. Four months later, a complete metabolic response was confirmed by positron emission tomography, without any immune-related adverse events; at the time of writing, this has been maintained for 9 months.";TRUE;TRUE;TRUE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE
Seed and soil? - Pharyngeal Merkel cell carcinoma after radiotherapy for laryngeal squamous cell carcinoma.Merkel cell carcinoma (MCC) is a neuroendocrine cutaneous malignancy that may present as metastatic disease without a known primary site but, most commonly originates in the sun-exposed skin of the head, neck, and extremities. We present a 66-year-old male treated with chemo-radiation for T3N2cM0 laryngeal squamous cell carcinoma (SCCa) six years before he was diagnosed with MCC isolated to the radiated laryngopharynx. Mucosal MCC is rare and radiation-induced MCC has been hypothesized to occur in previously radiated tissue but, never before to the laryngopharynx. Implications regarding cancer biology and management is focused with discussion on relevant advances in pathologic assessment and immunotherapy.;TRUE;TRUE;FALSE;;;;;;;;;;;;;;
Robust response of pulmonary pleomorphic carcinoma to pembrolizumab and sequential radiotherapy: A case report.Pulmonary pleomorphic carcinoma (PPC) is a rare type of non-small cell lung cancer (NSCLC) with a more aggressive clinical course and a worse outcome than other types of NSCLC. Pembrolizumab, a monoclonal antibody targeting programmed cell death-1 (PD-1), has been approved as the first-line treatment for advanced NSCLC with robust PD-L1 expression in at least 50% of tumour cells, without epidermal growth factor receptor gene (EGFR) mutations or anaplastic lymphoma kinase gene (ALK) rearrangement. Here, we report the case of an 81-year-old man with multiple comorbidities who was diagnosed with PPC and showed a robust response to pembrolizumab followed by radiation therapy without adverse effects. In the absence of randomized clinical trials for PPCs, our case report demonstrates the potential application of pembrolizumab and radiation therapy for the treatment of PPCs.;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE
Durable complete response to pembrolizumab in microsatellite stable colorectal cancer.INTRODUCTION: Immunotherapy by checkpoint inhibitors, i.e., anti-programmed death-1(PD-1) or anti-programmed death-ligand 1 (PD-L1) antibodies, has gained more attention managing solid tumors. Pembrolizumab (an anti-PD-1 antibody) in metastatic colorectal cancer (CRC) was approved in 2017 by the US FDA. REASON FOR THE REPORT: Pembrolizumab is not effective in microsatellite stable, mismatch-repair-proficient (MSS-pMMR) molecular phenotype, which comprises most CRC patients. In this report, we present the first case of metastatic CRC with a dramatic and durable response to pembrolizumab despite being of MSS-pMMR phenotype. A 34-year-old woman, presented seven years ago with T3N2bM0 colon cancer and an appendix carcinoid tumor. The last relapse with bilateral pulmonary metastases was refractory to all treatments. Although it seemed unresponsive to immunotherapy because of MSS molecular phenotype, due to the high expression level of PD-L1 (85%), we started treatment with pembrolizumab 200 mg every three weeks and continued for the overall 19 courses. Surprisingly, a rapid and complete response was observed that last until now, i.e., 17 months after discontinuation of pembrolizumab. OUTCOME: Despite non-promising results in the current clinical trials, MSS-pMMR colorectal cancer patients' deprivation from immunotherapy seems not to be reasonable. There are ongoing clinical trials on checkpoint inhibitors either alone or in combination with other drugs. However, immunostaining for PD-L1 should be considered as a possible response predictor. Immunotherapy either by cell-based approaches or by checkpoint inhibitors may revolutionize cancer treatment Pembrolizumab has been approved by the FDA in 2017 for colorectal cancer. However, MSS-pMMR molecular phenotype which comprises the majority of CRC patients, has not shown a good response to checkpoint inhibitors. We present a MSS-pMMR case with complete and durable response to pembrolizumab We suggest immunostaining for PD-L1 as a possible response predictor to checkpoint inhibitors.;TRUE;FALSE;TRUE;;;;;;;;;;;;;;
"Successful Response of Pembrolizumab Rechallenge after Radiotherapy for a Patient with Bladder Cancer of Nonresponse of Pembrolizumab First Challenge.We report a patient with advanced bladder cancer in which the primary lesion and metastatic site disappeared following the pembrolizumab therapy rechallenge after radiotherapy for bladder cancer lesion of nonresponse of pembrolizumab first challenge. A 76-year-old man with advanced bladder cancer received three courses of the chemotherapy with gemcitabine and cisplatin combination; however, the chemotherapy was stopped because of adverse events. The patient started pembrolizumab therapy; however, the effect was not observed. Radiation therapy was given to the primary lesion and pelvic lymph node metastases for the purpose of local control of the lesions. Because the primary lesion was regrowth and para-aortic lymph node metastasis appeared, pembrolizumab therapy was resumed. Thereafter, the primary lesion and metastatic site disappeared.";TRUE;TRUE;TRUE;TRUE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE
[A Case of Metastatic Adrenal Tumor with Liver Infiltration which was Successfully Resected by Laparoscopic Surgery Using Both Intraperitoneal and Retroperitoneal Approaches].We report a case of metastatic adrenal tumor with liver invasion which was successfully resected by laparoscopic surgery using both intraperitoneal and retroperitoneal approaches. A man in his 70s was diagnosed with lung adenocarcinoma with mediastinal and supraclavicular nodes involvement accompanied with multiple brain metastases (cT1bN3M1c). After 4 courses of systemic chemotherapy (cisplatin + pemetrexed) and the radiation therapy to the brain metastases, tumor regression was observed in the primary tumor as well as all the metastatic lesions. After 13 months, a solitary metastasis developed to the right adrenal gland without progression of the primary and metastatic tumors. Tumor reduction was observed in the adrenal gland after the administration of pembrolizumab. However, the metastatic tumor eventually progressed and imaging studies revealed that the right adrenal metastasis invaded to the liver. Importantly, neither progression of the pre-existing tumors nor new metastasis was identified. Based on these findings, laparoscopic adrenalectomy and partial hepatectomy were performed using both intraperitoneal and retroperitoneal approaches. No recurrence was observed six months after the surgery.;TRUE;TRUE;TRUE;FALSE;FALSE;TRUE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE
Checkpoint inhibition immunotherapy for advanced local and systemic conjunctival melanoma: a clinical case series.BACKGROUND: Herein, we describe the use of systemic immunotherapy for both locally advanced and metastatic conjunctival melanoma. Current treatments for advanced conjunctival melanoma typically result in poor local control leading to disfiguring orbital exenteration surgery. Locoregional spread of conjunctival malignant melanoma typically requires pre-auricular and cervical lymph node dissection with post-operative adjuvant radiation therapy. In addition, classic systemic chemotherapy has been unsuccessful in the treatment of metastatic disease. METHODS: This is a retrospectively analyzed clinical case series of 5 patients with biopsy proven conjunctival melanoma who were treated with checkpoint inhibition therapy. Of these, 3 patients were treated for residual ocular disease present after failing multiple local therapies and refusing orbital exenteration surgery and two (with local ocular control) for metastatic conjunctival melanoma. Both those with locally advanced disease and patients with metastatic disease received an anti-PD1 agent in combination with another immunotherapeutic agent. All 5 were given multiple cycles of systemic anti-PD1 therapy, 1 was initially treated with single agent ipilimumab (3 mg/kg) prior to approval of anti-PD1 agents and two received interferon eye drops. As part of each ophthalmic examination, photographs of all conjunctival and eyelid surfaces were obtained. Systemic evaluations involved initial staging scans as well as periodic re-imaging. RESULTS: All cases have shown responses. Of the 2 complete responses, 1 was a patient with systemic disease. No patients developed ocular toxicity or loss of vision. However, systemic adverse effects included adrenal insufficiency, Grade-III colitis, Grade-II dermatitis, Grade-II hepatotoxicity and Grade-II pneumonitis. CONCLUSIONS: This report suggests that systemic immunotherapy with or without topical interferon is effective in treatment of malignant melanoma of the conjunctiva. Therefore, it can be considered for patients with advanced local conjunctival melanoma, those who refuse orbital exenteration surgery and those with systemic metastasis.;FALSE;;;;;;;;;;;;;;;;
Radiotherapy-induced anti-tumor immune response and immune-related adverse events in a case of recurrent nasopharyngeal carcinoma undergoing anti-PD-1 immunotherapy.BACKGROUND: Treatment of recurrent nasopharyngeal carcinoma is a challenging clinical problem. We report the case of a 46 year old male showing excellent response and signs of immunostimulation following re-re-irradiation for recurrent nasopharyngeal carcinoma under systemic treatment with pembrolizumab. CASE PRESENTATION: Patient was first diagnosed with locoregionally advanced, non-keratinizing nasopharyngeal carcinoma in 2010. After achieving complete remission following induction chemotherapy and concurrent curative chemoradiation, the patient subsequently developed distant and locoregionally recurrent disease. He received various treatments (neck dissection, radiotherapy to a bony metastasis, palliative chemotherapy, stereotactic re-irradiation of local recurrence) before initiation of anti- PD-1 immunotherapy with pembrolizumab in January of 2016. Following marked local progression 6 months thereafter, we performed re-re-irradiation of the recurrent tumor after careful evaluation and treatment planning. While treatment was well tolerated, the patient subsequently developed marked clinical and radiological signs of immunostimulation with mucosal irritation and swelling of lacrimal and salivary glands as described in the report. Immunotherapy with pembrolizumab was reinitiated, with re- staging showing excellent response with regression of all tumorous lesions. At the time of this report, following near complete recovery of inflammatory symptoms, the patient remains in excellent condition and free from recurrence under treatment with pembrolizumab. CONCLUSIONS: To our knowledge, we report the first observation of a combined effect of immunotherapy and radiotherapy in a patient with recurrent nasopharyngeal carcinoma. Demonstrating distinct signs of immunostimulation as well as excellent tumor response in a heavily pretreated patient progressing under anti-PD-1 immunotherapy, the case adds to the rising paradigm of an immunostimulatory effect of radiotherapy in patients undergoing treatment with immune checkpoint inhibitors.;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE
Nonsmall Cell Lung Carcinoma with Giant Cell Features Expressing Programmed Death-Ligand 1: A Report of a Patient Successfully Treated with Pembrolizumab.Giant cell carcinoma, a rare variant of nonsmall cell lung carcinoma (NSCLC), is characterized by aggressive progression and poor response to conventional chemotherapy. This report is the first to describe a patient with NSCLC and giant cell features who was successfully treated with pembrolizumab, an antibody targeting programmed death-1 (PD-1). A 69-year-old woman was diagnosed with NSCLC with multiple brain metastases. Histological evaluation of lung biopsy specimens revealed proliferation of pleomorphic giant tumor cells with poor cohesiveness, findings consistent with giant cell carcinoma. Immunostaining showed that a high proportion of the tumor cells were positive for expression of programmed death-ligand 1 (PD-L1). The patient received stereotactic radiotherapy for the brain metastases, followed by administration of pembrolizumab. Treatment with pembrolizumab resulted in the rapid regression of the primary lung nodule, with the progression-free period maintained for at least four treatment cycles. Immunotherapy targeting PD-1/PD-L1 may be an option for patients with PD-L1-positive NSCLC with giant cell features.;TRUE;TRUE;TRUE;FALSE;FALSE;TRUE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE
